Datetime,Open,High,Low,Close,Adj Close,Volume
2022-12-01 09:30:00-05:00,20.399999618530273,20.454999923706055,20.31999969482422,20.325000762939453,20.325000762939453,193734
2022-12-01 09:31:00-05:00,20.31999969482422,20.3700008392334,20.31999969482422,20.350000381469727,20.350000381469727,41355
2022-12-01 09:32:00-05:00,20.34000015258789,20.389999389648438,20.34000015258789,20.389999389648438,20.389999389648438,5323
2022-12-01 09:33:00-05:00,20.389999389648438,20.389999389648438,20.34000015258789,20.344999313354492,20.344999313354492,8870
2022-12-01 09:34:00-05:00,20.344999313354492,20.354999542236328,20.344999313354492,20.354999542236328,20.354999542236328,6647
2022-12-01 09:35:00-05:00,20.360000610351562,20.375,20.360000610351562,20.375,20.375,6331
2022-12-01 09:36:00-05:00,20.3700008392334,20.375,20.354999542236328,20.3700008392334,20.3700008392334,14040
2022-12-01 09:37:00-05:00,20.364999771118164,20.385000228881836,20.360000610351562,20.3700008392334,20.3700008392334,14579
2022-12-01 09:38:00-05:00,20.364999771118164,20.3799991607666,20.360000610351562,20.375,20.375,6227
2022-12-01 09:39:00-05:00,20.3799991607666,20.385000228881836,20.364999771118164,20.385000228881836,20.385000228881836,24169
2022-12-01 09:40:00-05:00,20.385000228881836,20.43000030517578,20.385000228881836,20.424999237060547,20.424999237060547,53378
2022-12-01 09:41:00-05:00,20.422000885009766,20.422000885009766,20.40999984741211,20.41939926147461,20.41939926147461,18217
2022-12-01 09:42:00-05:00,20.420000076293945,20.440000534057617,20.420000076293945,20.440000534057617,20.440000534057617,5647
2022-12-01 09:43:00-05:00,20.44499969482422,20.450000762939453,20.434999465942383,20.434999465942383,20.434999465942383,21292
2022-12-01 09:44:00-05:00,20.434999465942383,20.450000762939453,20.434999465942383,20.440000534057617,20.440000534057617,7796
2022-12-01 09:45:00-05:00,20.440000534057617,20.459999084472656,20.440000534057617,20.454999923706055,20.454999923706055,4363
2022-12-01 09:46:00-05:00,20.454999923706055,20.459999084472656,20.450000762939453,20.454999923706055,20.454999923706055,5686
2022-12-01 09:47:00-05:00,20.454999923706055,20.459999084472656,20.440000534057617,20.459999084472656,20.459999084472656,15484
2022-12-01 09:48:00-05:00,20.459999084472656,20.459999084472656,20.450000762939453,20.459999084472656,20.459999084472656,11496
2022-12-01 09:49:00-05:00,20.454999923706055,20.469999313354492,20.454999923706055,20.469999313354492,20.469999313354492,10151
2022-12-01 09:50:00-05:00,20.459999084472656,20.469999313354492,20.459999084472656,20.46500015258789,20.46500015258789,2648
2022-12-01 09:51:00-05:00,20.46500015258789,20.469999313354492,20.459999084472656,20.461000442504883,20.461000442504883,7013
2022-12-01 09:52:00-05:00,20.469999313354492,20.469999313354492,20.46500015258789,20.46500015258789,20.46500015258789,2013
2022-12-01 09:53:00-05:00,20.46500015258789,20.489999771118164,20.46500015258789,20.489999771118164,20.489999771118164,21763
2022-12-01 09:54:00-05:00,20.489999771118164,20.489999771118164,20.489999771118164,20.489999771118164,20.489999771118164,2707
2022-12-01 09:56:00-05:00,20.485000610351562,20.489999771118164,20.485000610351562,20.489999771118164,20.489999771118164,351
2022-12-01 09:57:00-05:00,20.485000610351562,20.489999771118164,20.485000610351562,20.485000610351562,20.485000610351562,2798
2022-12-01 09:58:00-05:00,20.485000610351562,20.489999771118164,20.479999542236328,20.489999771118164,20.489999771118164,2761
2022-12-01 09:59:00-05:00,20.479999542236328,20.489999771118164,20.469999313354492,20.479999542236328,20.479999542236328,13613
2022-12-01 10:00:00-05:00,20.479999542236328,20.510000228881836,20.450000762939453,20.469999313354492,20.469999313354492,59265
2022-12-01 10:01:00-05:00,20.469999313354492,20.469999313354492,20.450000762939453,20.450000762939453,20.450000762939453,6220
2022-12-01 10:02:00-05:00,20.459999084472656,20.469999313354492,20.459999084472656,20.469999313354492,20.469999313354492,1521
2022-12-01 10:03:00-05:00,20.459999084472656,20.469999313354492,20.459999084472656,20.469999313354492,20.469999313354492,1808
2022-12-01 10:04:00-05:00,20.469999313354492,20.469999313354492,20.454999923706055,20.459999084472656,20.459999084472656,3173
2022-12-01 10:05:00-05:00,20.459999084472656,20.469999313354492,20.450000762939453,20.454999923706055,20.454999923706055,8586
2022-12-01 10:06:00-05:00,20.454999923706055,20.454999923706055,20.440000534057617,20.450000762939453,20.450000762939453,7305
2022-12-01 10:07:00-05:00,20.450000762939453,20.450000762939453,20.434999465942383,20.44499969482422,20.44499969482422,7964
2022-12-01 10:08:00-05:00,20.44499969482422,20.450000762939453,20.437400817871094,20.440000534057617,20.440000534057617,3964
2022-12-01 10:09:00-05:00,20.440000534057617,20.440000534057617,20.424999237060547,20.424999237060547,20.424999237060547,7293
